transaction_id,timestamp,account_id,account_type,amount,balance_after,balance_before,bank_id,counterparty_account_id,counterparty_isinternal,counterparty_name,counterparty_type,direction,fraud_confidence,is_fraud,source_location,status,user_id
7b209b58-46ba-4127-ac94-3e208892cc02,2023-06-05 15:18:20.243,8bd081c6-0be1-4270-b8d8-05a76616d472,bank_account,14895.51,0,0,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,9bc6d2c3-0c15-4d7d-8912-074bda81b633,true,investment,,outbound,1,true,,confirmed,8ef088a8-b9c8-4357-9568-7f07578f54c4
046761b4-7075-45bd-90dd-8164bac73fbc,2023-06-05 15:17:24.242,03cd2b5d-2473-4f0a-b394-042e61517baf,credit,11668.14,29885.86,41554,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,d0237890-c888-4b6c-8ee0-2e55f920c7da,true,credit,,inbound,1,true,,confirmed,5288ddb0-7a3a-42b7-947d-017c618c063f
d475e552-0076-4172-86b5-01d463eb2c5a,2023-06-05 15:18:14.242,bac5f348-e17f-4276-8357-2a5bf09ac328,debit,9269.99,3325.26,12595.25,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,1b32759d-84f2-40cf-baea-954812de690b,true,bank_account,,inbound,1,true,,confirmed,7d771f56-4f15-4dde-b0d5-9459ab25e049
4894b56e-dd71-4b54-939e-7c6703defa16,2023-06-05 15:16:16.242,bd74fbb5-9160-40eb-b436-01b49d2af468,prepaid,7861.64,168225.59,176087.23,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,76df01ab-4ef6-4e1b-b4bb-a5251b00ee0e,true,credit,,inbound,1,true,,confirmed,f163cf6e-1191-4e37-9455-14cfcc20805b
9d892157-fe71-49bf-a61e-579a61195bbb,2023-06-05 15:15:12.242,0290b640-131a-437f-a890-caaeab8f06ba,prepaid,179253.24,0,0,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,10993d40-edcb-43e8-a246-1a8e70165280,true,credit,,outbound,1,true,,confirmed,76ba30d7-ef13-4631-bb78-518c1afebf53
d9370bdc-81c3-4e17-b2b2-a50e443b0e94,2023-06-05 15:18:22.243,03cd2b5d-2473-4f0a-b394-042e61517baf,credit,11668.14,29885.86,41554,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,d0237890-c888-4b6c-8ee0-2e55f920c7da,true,credit,,inbound,1,true,,confirmed,5288ddb0-7a3a-42b7-947d-017c618c063f
fb8fce7a-1982-4911-9ae3-ed7f49a2fd84,2023-06-05 15:15:18.247,1c355e49-2100-44f9-8cbb-ea2adc4fe326,debit,9839.64,160296.36,170136,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,6b709541-a472-4d7f-9461-02da32906a8f,true,prepaid,,inbound,1,true,,confirmed,29d30220-3a0e-48b7-9b19-31dd6a93a00b
fa820ab2-4654-486e-8d28-99cb4d6173e1,2023-06-05 15:17:32.238,a96dd111-ec0b-40c5-bc6a-256abdbf4234,credit,1456.09,99561.91,101018,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,d450d578-0c06-46bf-bc6f-cb2c02bc873b,true,prepaid,,inbound,0,false,,confirmed,6359512d-dae3-4bfe-9ede-ee6ee09fc45a
54ff0fcd-005a-4c2b-b969-80227735b592,2023-06-05 15:18:56.239,c4aab551-8add-4801-84d8-808f5e77b026,bank_account,4024.36,0,2671,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,bdc73af9-2acc-438f-91cb-85d1fe5683bc,true,debit,,inbound,0,false,,confirmed,7d771f56-4f15-4dde-b0d5-9459ab25e049
7b7885ea-3c11-4aea-8c22-f6ee1a5ba253,2023-06-05 15:17:20.239,7e305c0c-aee1-4d45-a840-d362ce8204fb,prepaid,4402.86,66.14,4469,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,bc5f1486-fcfd-4e9b-972c-8923acdd6f9b,true,credit,,inbound,0,false,,confirmed,560781f5-f2eb-4154-a9db-6ef984577ce1
f0c2d3c1-bd1c-4f3c-b77d-a0d614e29d19,2023-06-05 15:17:58.239,1c355e49-2100-44f9-8cbb-ea2adc4fe326,debit,9839.64,160296.36,170136,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,6b709541-a472-4d7f-9461-02da32906a8f,true,prepaid,,inbound,1,true,,confirmed,29d30220-3a0e-48b7-9b19-31dd6a93a00b
23b4d2cc-7e57-47ad-9ceb-85654652924c,2023-06-05 15:18:36.239,aeab2c1d-d9fb-42b6-94bf-eb41ce72b6f1,debit,4573.12,8917.54,13490.65,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,47257fa3-073b-47ad-8f7b-76ba8c59f02a,true,investment,,inbound,0,false,,confirmed,6a1c2b7e-1ab2-4416-b929-92601dc3f5fc
2d189d0d-0b4d-4102-8b19-b1b329f547b6,2023-06-05 15:17:08.240,c0a1929e-21bc-4c71-ac02-b3eb1e78b5ad,bank_account,63189.26,8478080,8414890.75,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,08532bef-75ce-459b-8fdf-81ab389fcce5,true,prepaid,,outbound,1,true,,confirmed,b35cf212-5612-4402-b485-e38176ca7cd1
cc2fd373-2d16-4c74-82de-f492b4374158,2023-06-05 15:15:18.247,bd74fbb5-9160-40eb-b436-01b49d2af468,prepaid,7861.64,168225.59,176087.23,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,76df01ab-4ef6-4e1b-b4bb-a5251b00ee0e,true,credit,,inbound,1,true,,confirmed,f163cf6e-1191-4e37-9455-14cfcc20805b
1e40ccf5-9089-4613-b272-ba586176a6bc,2023-06-05 15:17:48.242,644bb6d8-4f48-43d3-a257-89acd5855b90,prepaid,2426.31,87259.46,89685.77,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,41926729-1e1a-4e1f-b88d-78c2be5f0b18,true,investment,,inbound,0,false,,confirmed,361a7788-6e6a-43d5-92ba-6ec7af5fff3c
ae4cff19-b009-4c23-8274-51701cb5e074,2023-06-05 15:17:00.246,3f0a58d7-7f9d-435c-a4a8-4f42c3ce7d5e,bank_account,181,0,181,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,ba43e09b-5261-4c1a-8f57-46ef8d52513c,true,debit,,inbound,0,false,,confirmed,0d517341-11c4-458c-b827-72372347a720
a4af16ee-8dee-4ff3-b189-44c0696944fa,2023-06-05 15:16:04.240,1c355e49-2100-44f9-8cbb-ea2adc4fe326,debit,9839.64,160296.36,170136,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,6b709541-a472-4d7f-9461-02da32906a8f,true,prepaid,,inbound,1,true,,confirmed,29d30220-3a0e-48b7-9b19-31dd6a93a00b
c5422393-368b-49b0-8b18-391257d7bf2b,2023-06-05 15:19:08.239,03cd2b5d-2473-4f0a-b394-042e61517baf,credit,11668.14,29885.86,41554,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,d0237890-c888-4b6c-8ee0-2e55f920c7da,true,credit,,inbound,1,true,,confirmed,5288ddb0-7a3a-42b7-947d-017c618c063f
e57b81b7-0c8a-4d76-9397-d08a823a1684,2023-06-05 15:15:34.244,8e54c89b-43b3-49ba-833c-f9607cffc5de,investment,182861.45,3401668.32,3218806.87,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,3c0dfb9c-b7cc-4a92-b8f9-4aaf6f8a5726,true,credit,,outbound,1,true,,confirmed,6bd7e7e7-c86d-4f10-9091-470b244724f1
9362ca03-b173-4a54-a5b5-40b6d4fabd4b,2023-06-05 15:16:54.239,c4aab551-8add-4801-84d8-808f5e77b026,bank_account,4024.36,0,2671,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,bdc73af9-2acc-438f-91cb-85d1fe5683bc,true,debit,,inbound,0,false,,confirmed,7d771f56-4f15-4dde-b0d5-9459ab25e049
c1988521-d3bc-429a-92a4-dd3e3c6b4514,2023-06-05 15:18:54.244,e9b7b007-6b68-42de-b79c-1c4bc9ba7e71,debit,7817.71,46042.29,53860,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,3e2d4314-1036-43ce-8585-1686a456f4c4,true,bank_account,,inbound,1,true,,confirmed,7b8a7991-e629-4d32-a600-79987258d92e
9f1d3656-c9f3-46b7-a5fe-e150c28553b9,2023-06-05 15:18:38.242,34b3d301-8b8a-4d8e-aecf-6f71ed8ca80c,prepaid,9152.97,0,0,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,4d719043-1f45-463c-919f-934451ebb567,true,investment,,outbound,1,true,,confirmed,c36adeae-eda7-4c22-b83f-d764461efdb6
4d4fd230-da47-4273-8971-cb27b2f404aa,2023-06-05 15:18:22.242,387136c4-83d5-40e3-b1fb-c9765255699f,credit,3316.21,0,0,17e087fd-a19c-47c7-8b75-17330ceab1bb,2e8a5fa1-541d-450e-81f6-55888102b6a9,true,bank_account,,outbound,0,false,,confirmed,b3f1740d-bdf9-49fe-9f8a-2f4c06328bae
1c857ba8-2f3e-4520-8494-88c80cfd1bb5,2023-06-05 15:15:16.249,e9b7b007-6b68-42de-b79c-1c4bc9ba7e71,debit,7817.71,46042.29,53860,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,3e2d4314-1036-43ce-8585-1686a456f4c4,true,bank_account,,inbound,1,true,,confirmed,7b8a7991-e629-4d32-a600-79987258d92e
9b240619-496f-4ffe-a8fc-57da9e446e7a,2023-06-05 15:15:36.245,1ebb2273-62f9-4f1d-9a08-437896525f35,debit,38071.17,3671620.98,3633549.82,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,ede67d63-6c84-48c3-9337-a9eeb9fcba26,true,debit,,outbound,1,true,,confirmed,93002976-354e-4e5b-bbec-7b35525e5b2d
e13d0630-60fb-474e-97aa-96c9ef557aec,2023-06-05 15:15:36.245,c4aab551-8add-4801-84d8-808f5e77b026,bank_account,4024.36,0,2671,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,bdc73af9-2acc-438f-91cb-85d1fe5683bc,true,debit,,inbound,0,false,,confirmed,7d771f56-4f15-4dde-b0d5-9459ab25e049
002e28ec-b37c-4a44-99c4-0c14510dba80,2023-06-05 15:18:24.244,db76566e-7f75-442e-a81d-d3448e5cb78e,prepaid,636.95,0,0,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,00219539-d91a-48ae-8b3d-8fb17650ac70,true,prepaid,,outbound,0,false,,confirmed,d287dfb3-414b-45a2-b499-5b2f0378dd85
00e508ee-1e8c-46e0-ab62-655b1a0b23cc,2023-06-05 15:16:30.239,d2a2506d-70eb-42c1-a898-b7ff442ae6ca,credit,7107.77,176087.23,183195,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,29d30220-3a0e-48b7-9b19-31dd6a93a00b,true,investment,,inbound,1,true,,confirmed,00219539-d91a-48ae-8b3d-8fb17650ac70
33370343-9f90-42dc-a4f2-3cdbe264f774,2023-06-05 15:17:24.244,bd74fbb5-9160-40eb-b436-01b49d2af468,prepaid,7861.64,168225.59,176087.23,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,76df01ab-4ef6-4e1b-b4bb-a5251b00ee0e,true,credit,,inbound,1,true,,confirmed,f163cf6e-1191-4e37-9455-14cfcc20805b
07fdd176-d8dc-41b5-bdc9-a39523fb089c,2023-06-05 15:15:22.246,d2a2506d-70eb-42c1-a898-b7ff442ae6ca,credit,7107.77,176087.23,183195,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,29d30220-3a0e-48b7-9b19-31dd6a93a00b,true,investment,,inbound,1,true,,confirmed,00219539-d91a-48ae-8b3d-8fb17650ac70
370f6179-5fde-46df-8a99-07acd07e540e,2023-06-05 15:17:44.243,010c07a5-e317-4d61-9e42-b9e491477cb5,bank_account,1864.28,19384.72,21249,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,10993d40-edcb-43e8-a246-1a8e70165280,true,debit,,inbound,0,false,,confirmed,15bc1666-45b9-4620-942b-bcbb9833d595
c746ac3b-9572-4c4c-8aec-4f3aa0b82a78,2023-06-05 15:16:28.239,03cd2b5d-2473-4f0a-b394-042e61517baf,credit,11668.14,29885.86,41554,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,d0237890-c888-4b6c-8ee0-2e55f920c7da,true,credit,,inbound,1,true,,confirmed,5288ddb0-7a3a-42b7-947d-017c618c063f
0f67e463-1b25-4e20-9c11-d69cfb299ede,2023-06-05 15:17:00.245,fe9e5b7e-c9d7-484c-b8d4-098fefceb976,credit,181,0,181,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,39d6df41-9ee6-4841-937a-eaa10e3b6102,true,credit,,inbound,0,false,,confirmed,e56b87f9-c93f-4164-9d34-fed08259ef38
d60160c4-e359-40f6-8519-323139e6b3bf,2023-06-05 15:18:00.243,bb7f3ffa-cd5b-4179-b565-47c5f34b115e,debit,9762.28,0,129,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,b1fca4bd-b037-4084-a21d-9bfa3b21279d,true,debit,,inbound,1,true,,confirmed,8a5b0bcb-b177-4597-a871-b2530bd81559
3216676c-94fd-44d9-b9e5-2b891bc6e4cf,2023-06-05 15:18:16.241,3f0a58d7-7f9d-435c-a4a8-4f42c3ce7d5e,bank_account,181,0,181,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,ba43e09b-5261-4c1a-8f57-46ef8d52513c,true,debit,,inbound,0,false,,confirmed,0d517341-11c4-458c-b827-72372347a720
7e4d3113-cb0d-4830-bcb1-a6e0759f6f2d,2023-06-05 15:18:50.240,2b7f482a-7279-4b1b-9369-a2dc2ee56f58,bank_account,414238.59,943628.44,529389.85,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,842403a3-4ea2-4630-8946-587d4b052890,true,debit,,outbound,1,true,,confirmed,9d81603e-f24c-4e24-91e5-c641b3aafedc
e700a525-dbaa-484c-b2bb-b81bfaf9bf91,2023-06-05 15:19:06.240,3f0a58d7-7f9d-435c-a4a8-4f42c3ce7d5e,bank_account,181,0,181,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,ba43e09b-5261-4c1a-8f57-46ef8d52513c,true,debit,,inbound,0,false,,confirmed,0d517341-11c4-458c-b827-72372347a720
2e85ad18-ceb7-48d7-8f03-cfca3b6a17a5,2023-06-05 15:17:52.244,c4aab551-8add-4801-84d8-808f5e77b026,bank_account,4024.36,0,2671,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,bdc73af9-2acc-438f-91cb-85d1fe5683bc,true,debit,,inbound,0,false,,confirmed,7d771f56-4f15-4dde-b0d5-9459ab25e049
a86f23e8-deff-4b57-b7a7-bf1d8a2be55f,2023-06-05 15:18:50.240,e9b7b007-6b68-42de-b79c-1c4bc9ba7e71,debit,9577.45,529389.85,519812.39,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,79c0c41d-8151-4701-9440-708ea7aa2d1e,true,debit,,outbound,1,true,,confirmed,7b8a7991-e629-4d32-a600-79987258d92e
3209282f-726b-4cc8-9293-abbcf4f850da,2023-06-05 15:18:46.239,e9b7b007-6b68-42de-b79c-1c4bc9ba7e71,debit,7817.71,46042.29,53860,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,3e2d4314-1036-43ce-8585-1686a456f4c4,true,bank_account,,inbound,1,true,,confirmed,7b8a7991-e629-4d32-a600-79987258d92e
9d9c98d4-8404-49f0-b100-69794fcedb15,2023-06-05 15:17:56.241,d2a2506d-70eb-42c1-a898-b7ff442ae6ca,credit,7107.77,176087.23,183195,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,29d30220-3a0e-48b7-9b19-31dd6a93a00b,true,investment,,inbound,1,true,,confirmed,00219539-d91a-48ae-8b3d-8fb17650ac70
87701bdb-ad4e-4908-bacc-dda4dd6e9ce9,2023-06-05 15:15:58.239,944126bb-98d2-404f-8ae0-911414ac60fc,debit,217615.09,6962604.61,6744989.53,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,be087f43-060a-441c-bfb5-e3cd3380c64f,true,prepaid,,outbound,1,true,,confirmed,3367f148-142f-4013-afe5-4cd5e2ed07e2
eedbbea2-1545-4e99-9dd5-cdc591ee31d6,2023-06-05 15:16:54.239,1c355e49-2100-44f9-8cbb-ea2adc4fe326,debit,9839.64,160296.36,170136,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,6b709541-a472-4d7f-9461-02da32906a8f,true,prepaid,,inbound,1,true,,confirmed,29d30220-3a0e-48b7-9b19-31dd6a93a00b
cd99e6a0-d35d-4a51-aac8-f813d8984654,2023-06-05 15:16:36.244,19792831-f6cd-4810-8e35-7803ac805411,debit,79285.8,3434765.61,3355479.81,9df646c8-80a4-46c6-bf9d-c0a9b4eaa12d,ef6da05c-b471-4aea-829b-faa9331d48b3,true,debit,,outbound,1,true,,confirmed,47257fa3-073b-47ad-8f7b-76ba8c59f02a
18b16503-ea88-4165-bb92-b1aaa3a8fe16,2023-06-05 15:18:18.240,fe9e5b7e-c9d7-484c-b8d4-098fefceb976,credit,181,0,181,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,39d6df41-9ee6-4841-937a-eaa10e3b6102,true,credit,,inbound,0,false,,confirmed,e56b87f9-c93f-4164-9d34-fed08259ef38
891477ae-f382-45da-8dc5-ec4214256721,2023-06-05 15:15:28.239,010c07a5-e317-4d61-9e42-b9e491477cb5,bank_account,1864.28,19384.72,21249,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,10993d40-edcb-43e8-a246-1a8e70165280,true,debit,,inbound,0,false,,confirmed,15bc1666-45b9-4620-942b-bcbb9833d595
5ef68412-09cc-42da-aa5c-3926bfd3f49e,2023-06-05 15:16:36.244,79c1b69d-afa7-45df-bfe6-1ca97bed431e,credit,57809.81,3492575.42,3434765.61,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,842403a3-4ea2-4630-8946-587d4b052890,true,bank_account,,outbound,1,true,,confirmed,9e1327e6-eb36-4aa6-b3d5-c61beca2399e
7df1d670-9056-438f-bd72-4e2b795f11d5,2023-06-05 15:16:48.240,e9b7b007-6b68-42de-b79c-1c4bc9ba7e71,debit,7817.71,46042.29,53860,59d3b0e0-0f96-4cd0-8c66-8a9f95b4b3a1,3e2d4314-1036-43ce-8585-1686a456f4c4,true,bank_account,,inbound,1,true,,confirmed,7b8a7991-e629-4d32-a600-79987258d92e
b1a0f339-33b9-4070-ae6b-94cb994f0d7b,2023-06-05 15:17:04.243,ca2bc8bf-6009-413a-aa5f-5c955ea5d3c9,credit,6284.18,7865071.9,7858787.73,0c13b312-7a8b-433d-af1a-c5ac3e5feb59,26b0a8eb-00e1-4bce-ba83-65ffab97de97,true,bank_account,,outbound,1,true,,confirmed,2cdb2c41-6d19-410f-97c6-c1ca6a4a0b1e
5c680b76-9a70-4028-98da-b2b31b89c6f9,2023-06-05 15:17:54.240,3f0a58d7-7f9d-435c-a4a8-4f42c3ce7d5e,bank_account,181,0,181,9a321c15-0f74-4c9d-8c0b-e22f3d3591cd,ba43e09b-5261-4c1a-8f57-46ef8d52513c,true,debit,,inbound,0,false,,confirmed,0d517341-11c4-458c-b827-72372347a720
